total of 21280 peaks, intersected with:
21233 chromosome
19109 gene
19003 mRNA
18091 exon
11151 lnc_RNA
10554 CDS
10425 three_prime_UTR
6924 transcript
4877 ncRNA_gene
2859 biological_region
2441 enhancer
2064 five_prime_UTR
1019 promoter
764 CTCF_binding_site
718 pseudogenic_transcript
718 pseudogene
88 open_chromatin_region
83 unconfirmed_transcript
49 snoRNA
47 scaffold
33 miRNA
8 C_gene_segment
3 snRNA
2 V_gene_segment
2 scRNA
1 tRNA
1 rRNA
1 J_gene_segment
0 unannotated
